date,open,high,low,close,volume
2019-06-12T13:30:00.000Z,11.18,11.2,11.145,11.15,32700.0
2019-06-12T13:31:00.000Z,11.155,11.155,11.125,11.13,7400.0
2019-06-12T13:32:00.000Z,11.14,11.17,11.13,11.14,4587.0
2019-06-12T13:33:00.000Z,11.15,11.16,11.14,11.155,2313.0
2019-06-12T13:34:00.000Z,11.16,11.17,11.155,11.17,31756.0
2019-06-12T13:35:00.000Z,11.17,11.175,11.15,11.175,28603.0
2019-06-12T13:36:00.000Z,11.165,11.19,11.165,11.18,1200.0
2019-06-12T13:37:00.000Z,11.18,11.195,11.18,11.195,1300.0
2019-06-12T13:38:00.000Z,11.19,11.24,11.19,11.23,4200.0
2019-06-12T13:39:00.000Z,11.225,11.24,11.22,11.23,700.0
2019-06-12T13:40:00.000Z,11.235,11.24,11.23,11.235,26100.0
2019-06-12T13:41:00.000Z,11.24,11.24,11.235,11.235,40700.0
2019-06-12T13:42:00.000Z,11.24,11.24,11.235,11.235,509.0
2019-06-12T13:43:00.000Z,11.235,11.245,11.23,11.23,21891.0
2019-06-12T13:44:00.000Z,11.235,11.235,11.225,11.225,25010.0
2019-06-12T13:45:00.000Z,11.225,11.23,11.22,11.225,740.0
2019-06-12T13:46:00.000Z,11.23,11.23,11.22,11.225,3400.0
2019-06-12T13:47:00.000Z,11.225,11.23,11.22,11.225,3300.0
2019-06-12T13:48:00.000Z,11.225,11.23,11.215,11.215,17100.0
2019-06-12T13:49:00.000Z,11.22,11.22,11.215,11.215,1300.0
2019-06-12T13:50:00.000Z,11.215,11.22,11.215,11.22,1500.0
2019-06-12T13:51:00.000Z,11.215,11.22,11.215,11.215,1553.0
2019-06-12T13:52:00.000Z,11.215,11.22,11.215,11.22,900.0
2019-06-12T13:53:00.000Z,11.215,11.215,11.215,11.215,1000.0
2019-06-12T13:54:00.000Z,11.215,11.22,11.215,11.215,2400.0
2019-06-12T13:55:00.000Z,11.22,11.22,11.215,11.215,1200.0
2019-06-12T13:56:00.000Z,11.22,11.23,11.215,11.23,1500.0
2019-06-12T13:57:00.000Z,11.23,11.245,11.225,11.245,3900.0
2019-06-12T13:58:00.000Z,11.25,11.25,11.245,11.245,700.0
2019-06-12T13:59:00.000Z,11.245,11.275,11.245,11.275,2110.0
2019-06-12T14:00:00.000Z,11.28,11.28,11.275,11.275,900.0
2019-06-12T14:01:00.000Z,11.28,11.28,11.275,11.28,1000.0
2019-06-12T14:02:00.000Z,11.275,11.31,11.275,11.305,2300.0
2019-06-12T14:03:00.000Z,11.305,11.305,11.295,11.305,1600.0
2019-06-12T14:04:00.000Z,11.305,11.305,11.295,11.295,3505.0
2019-06-12T14:05:00.000Z,11.3,11.31,11.295,11.305,6129.0
2019-06-12T14:06:00.000Z,11.305,11.31,11.295,11.295,2600.0
2019-06-12T14:07:00.000Z,11.295,11.295,11.29,11.295,3900.0
2019-06-12T14:08:00.000Z,11.295,11.3,11.295,11.295,1600.0
2019-06-12T14:09:00.000Z,11.3,11.3,11.295,11.3,1550.0
2019-06-12T14:10:00.000Z,11.295,11.3,11.295,11.295,3600.0
2019-06-12T14:11:00.000Z,11.295,11.295,11.295,11.295,1500.0
2019-06-12T14:12:00.000Z,11.295,11.305,11.295,11.305,6000.0
2019-06-12T14:13:00.000Z,11.305,11.305,11.305,11.305,300.0
2019-06-12T14:14:00.000Z,11.31,11.31,11.305,11.305,3238.0
2019-06-12T14:15:00.000Z,11.305,11.31,11.305,11.31,900.0
2019-06-12T14:16:00.000Z,11.305,11.31,11.305,11.305,2000.0
2019-06-12T14:17:00.000Z,11.305,11.33,11.305,11.315,2100.0
2019-06-12T14:18:00.000Z,11.32,11.34,11.315,11.335,2206.0
2019-06-12T14:19:00.000Z,11.335,11.355,11.335,11.345,35092.0
2019-06-12T14:20:00.000Z,11.345,11.355,11.345,11.345,2125.0
2019-06-12T14:21:00.000Z,11.35,11.35,11.345,11.345,1875.0
2019-06-12T14:22:00.000Z,11.345,11.35,11.34,11.345,2800.0
2019-06-12T14:23:00.000Z,11.345,11.35,11.345,11.345,600.0
2019-06-12T14:24:00.000Z,11.345,11.345,11.335,11.335,3500.0
2019-06-12T14:25:00.000Z,11.335,11.335,11.32,11.325,1005.0
2019-06-12T14:26:00.000Z,11.325,11.33,11.325,11.325,1500.0
2019-06-12T14:27:00.000Z,11.325,11.33,11.325,11.325,800.0
2019-06-12T14:28:00.000Z,11.33,11.33,11.32,11.33,4610.0
2019-06-12T14:29:00.000Z,11.33,11.33,11.325,11.325,1200.0
2019-06-12T14:30:00.000Z,11.325,11.33,11.325,11.33,980.0
